Area,Room,Parking,Warehouse,Elevator,Address,Price(USD),tartib
120,3,1,1,1,Sattarkhan,180000,3445
137,3,1,1,1,Punak,228333.33,3446
92,2,1,1,1,Shahran,107333.33,3447
45,1,1,1,0,West Ferdows Boulevard,55000,3448
68,2,0,1,1,Waterfall,33333.33,3449
80,2,1,1,1,Punak,125333.33,3450
85,2,0,1,1,Central Janatabad,106666.67,3451
88,2,1,1,1,Central Janatabad,133333.33,3452
118,2,1,1,1,Mehran,236000,3453
180,3,1,1,0,Marzdaran,360000,3454
60,1,1,1,0,West Ferdows Boulevard,62000,3455
80,2,0,1,1,Shahryar,13666.67,3456
86,2,0,1,0,Vahidiyeh,17333.33,3457
123,3,1,1,1,Velenjak,416666.67,3458
148,3,1,1,1,Daryan No,200000,3459
80,2,1,1,1,Ostad Moein,75000,3460
58,1,0,0,1,Parand,10833.33,3461
55,1,1,1,1,Punak,76666.67,3462
60,1,1,1,1,West Ferdows Boulevard,65000,3463
133,3,1,0,1,Shahrake Gharb,333333.33,3464
94,2,0,1,1,Damavand,19833.33,3465
68,2,0,1,1,Beryanak,41933.33,3466
61,2,0,1,0,Andisheh,15333.33,3467
75,2,1,1,1,West Ferdows Boulevard,88333.33,3468
81,2,1,1,1,West Ferdows Boulevard,148500,3469
74,2,1,1,1,Mehran,135666.67,3470
97,2,1,1,1,Shahran,90000,3471
94,2,1,1,1,Niavaran,281666.67,3472
113,3,1,1,1,Ostad Moein,105666.67,3473
63,1,1,1,0,Feiz Garden,63000,3474
86,2,1,1,1,Southern Janatabad,116666.67,3475
83,2,1,1,1,Niavaran,226666.67,3476
75,2,0,0,0,Parand,12166.67,3477
105,2,1,1,1,Dorous,186666.67,3478
82,2,0,1,1,Parand,12000,3479
